name,timestamp,total_Runtime,run,cache,saveTime,queryStr,loadTime,saveMode,output,queryTime,input,numPartitions,spark.driver.host,spark.driver.port,spark.jars,spark.driver.supervise,spark.app.name,spark.rpc.askTimeout,spark.driver.memory,spark.executor.id,spark.submit.deployMode,spark.master,spark.executor.memory,spark.app.id,description
sql,1609997858332,8990201774,0,false,0,select * from input,8974653268,overwrite,"",15548506,file:///opt/bitnami/spark/spark_data/spark-bench-test/kmeans-data4.csv,16,my-release-spark-worker-8.my-release-spark-headless.default.svc.cluster.local,38921,file:/opt/bitnami/spark/spark_data/spark-bench/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,false,com.ibm.sparktc.sparkbench.cli.CLIKickoff,10s,17G,driver,cluster,spark://172.17.13.105:31934,14G,app-20210107053705-0010,Run two different SQL queries over the dataset in two different formats
sql,1609997879136,2247954722,0,false,0,select * from input,1927950653,overwrite,"",320004069,file:///opt/bitnami/spark/spark_data/spark-bench-test/kmeans-data-g2-4.parquet,16,my-release-spark-worker-8.my-release-spark-headless.default.svc.cluster.local,38921,file:/opt/bitnami/spark/spark_data/spark-bench/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,false,com.ibm.sparktc.sparkbench.cli.CLIKickoff,10s,17G,driver,cluster,spark://172.17.13.105:31934,14G,app-20210107053705-0010,Run two different SQL queries over the dataset in two different formats
sql,1609997885673,7768927352,0,false,0,"select c0, c6 from input where c0 < -0.9",7741543889,overwrite,"",27383463,file:///opt/bitnami/spark/spark_data/spark-bench-test/kmeans-data4.csv,16,my-release-spark-worker-8.my-release-spark-headless.default.svc.cluster.local,38921,file:/opt/bitnami/spark/spark_data/spark-bench/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,false,com.ibm.sparktc.sparkbench.cli.CLIKickoff,10s,17G,driver,cluster,spark://172.17.13.105:31934,14G,app-20210107053705-0010,Run two different SQL queries over the dataset in two different formats
sql,1609997908750,423972016,0,false,0,"select c0, c6 from input where c0 < -0.9",273722154,overwrite,"",150249862,file:///opt/bitnami/spark/spark_data/spark-bench-test/kmeans-data-g2-4.parquet,16,my-release-spark-worker-8.my-release-spark-headless.default.svc.cluster.local,38921,file:/opt/bitnami/spark/spark_data/spark-bench/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,false,com.ibm.sparktc.sparkbench.cli.CLIKickoff,10s,17G,driver,cluster,spark://172.17.13.105:31934,14G,app-20210107053705-0010,Run two different SQL queries over the dataset in two different formats
sql,1609997913546,17379329582,1,false,0,select * from input,17323547348,overwrite,"",55782234,file:///opt/bitnami/spark/spark_data/spark-bench-test/kmeans-data4.csv,16,my-release-spark-worker-8.my-release-spark-headless.default.svc.cluster.local,38921,file:/opt/bitnami/spark/spark_data/spark-bench/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,false,com.ibm.sparktc.sparkbench.cli.CLIKickoff,10s,17G,driver,cluster,spark://172.17.13.105:31934,14G,app-20210107053705-0010,Run two different SQL queries over the dataset in two different formats
sql,1609997935096,2819128226,1,false,0,select * from input,2550081715,overwrite,"",269046511,file:///opt/bitnami/spark/spark_data/spark-bench-test/kmeans-data-g2-4.parquet,16,my-release-spark-worker-8.my-release-spark-headless.default.svc.cluster.local,38921,file:/opt/bitnami/spark/spark_data/spark-bench/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,false,com.ibm.sparktc.sparkbench.cli.CLIKickoff,10s,17G,driver,cluster,spark://172.17.13.105:31934,14G,app-20210107053705-0010,Run two different SQL queries over the dataset in two different formats
sql,1609997953139,16450044486,1,false,0,"select c0, c6 from input where c0 < -0.9",16426094404,overwrite,"",23950082,file:///opt/bitnami/spark/spark_data/spark-bench-test/kmeans-data4.csv,16,my-release-spark-worker-8.my-release-spark-headless.default.svc.cluster.local,38921,file:/opt/bitnami/spark/spark_data/spark-bench/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,false,com.ibm.sparktc.sparkbench.cli.CLIKickoff,10s,17G,driver,cluster,spark://172.17.13.105:31934,14G,app-20210107053705-0010,Run two different SQL queries over the dataset in two different formats
sql,1609997970654,3738871738,1,false,0,"select c0, c6 from input where c0 < -0.9",3606082493,overwrite,"",132789245,file:///opt/bitnami/spark/spark_data/spark-bench-test/kmeans-data-g2-4.parquet,16,my-release-spark-worker-8.my-release-spark-headless.default.svc.cluster.local,38921,file:/opt/bitnami/spark/spark_data/spark-bench/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,false,com.ibm.sparktc.sparkbench.cli.CLIKickoff,10s,17G,driver,cluster,spark://172.17.13.105:31934,14G,app-20210107053705-0010,Run two different SQL queries over the dataset in two different formats
sql,1609997978645,15153882014,2,false,0,select * from input,15133255975,overwrite,"",20626039,file:///opt/bitnami/spark/spark_data/spark-bench-test/kmeans-data4.csv,16,my-release-spark-worker-8.my-release-spark-headless.default.svc.cluster.local,38921,file:/opt/bitnami/spark/spark_data/spark-bench/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,false,com.ibm.sparktc.sparkbench.cli.CLIKickoff,10s,17G,driver,cluster,spark://172.17.13.105:31934,14G,app-20210107053705-0010,Run two different SQL queries over the dataset in two different formats
sql,1609997995116,3952582777,2,false,0,select * from input,3784444110,overwrite,"",168138667,file:///opt/bitnami/spark/spark_data/spark-bench-test/kmeans-data-g2-4.parquet,16,my-release-spark-worker-8.my-release-spark-headless.default.svc.cluster.local,38921,file:/opt/bitnami/spark/spark_data/spark-bench/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,false,com.ibm.sparktc.sparkbench.cli.CLIKickoff,10s,17G,driver,cluster,spark://172.17.13.105:31934,14G,app-20210107053705-0010,Run two different SQL queries over the dataset in two different formats
